playlist,danceability,acousticness,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,analysis,like
liked,0.855,0.19,202919,0.553,5.19e-06,11,0.0942,-6.52,1,0.0331,124.922,4,0.874,"AudioFeatures with fields:
  acousticness = 0.19
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/723xQva0yBF...'
  danceability = 0.855
  duration_ms = 202919
  energy = 0.553
  id = '723xQva0yBF7M6K3nDAG8R'
  instrumentalness = 5.19e-06
  key = 11
  liveness = 0.0942
  loudness = -6.52
  mode = 1
  speechiness = 0.0331
  tempo = 124.922
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/723xQva0yBF7M6K3nDAG8R'
  type = 'audio_features'
  uri = 'spotify:track:723xQva0yBF7M6K3nDAG8R'
  valence = 0.874",1
liked,0.778,0.178,394162,0.737,6.83e-06,0,0.0632,-7.073,1,0.195,125.031,4,0.9,"AudioFeatures with fields:
  acousticness = 0.178
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/00slEv0AYGn...'
  danceability = 0.778
  duration_ms = 394162
  energy = 0.737
  id = '00slEv0AYGnW85H84XsmGz'
  instrumentalness = 6.83e-06
  key = 0
  liveness = 0.0632
  loudness = -7.073
  mode = 1
  speechiness = 0.195
  tempo = 125.031
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/00slEv0AYGnW85H84XsmGz'
  type = 'audio_features'
  uri = 'spotify:track:00slEv0AYGnW85H84XsmGz'
  valence = 0.9",1
liked,0.799,0.0195,217548,0.844,0.0018,7,0.26,-6.341,1,0.0578,102.971,4,0.827,"AudioFeatures with fields:
  acousticness = 0.0195
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/32aiiYZCcgJ...'
  danceability = 0.799
  duration_ms = 217548
  energy = 0.844
  id = '32aiiYZCcgJpXmrotqRjdQ'
  instrumentalness = 0.0018
  key = 7
  liveness = 0.26
  loudness = -6.341
  mode = 1
  speechiness = 0.0578
  tempo = 102.971
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/32aiiYZCcgJpXmrotqRjdQ'
  type = 'audio_features'
  uri = 'spotify:track:32aiiYZCcgJpXmrotqRjdQ'
  valence = 0.827",1
liked,0.76,0.639,378044,0.83,0.0,6,0.109,-6.868,0,0.28,93.401,4,0.907,"AudioFeatures with fields:
  acousticness = 0.639
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/0U9a0NZ8UQp...'
  danceability = 0.76
  duration_ms = 378044
  energy = 0.83
  id = '0U9a0NZ8UQpnix2lBElFAx'
  instrumentalness = 0
  key = 6
  liveness = 0.109
  loudness = -6.868
  mode = 0
  speechiness = 0.28
  tempo = 93.401
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/0U9a0NZ8UQpnix2lBElFAx'
  type = 'audio_features'
  uri = 'spotify:track:0U9a0NZ8UQpnix2lBElFAx'
  valence = 0.907",1
liked,0.854,0.0107,292013,0.605,0.00024,11,0.22,-8.915,1,0.0778,108.995,4,0.599,"AudioFeatures with fields:
  acousticness = 0.0107
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/3afbpZyurGJ...'
  danceability = 0.854
  duration_ms = 292013
  energy = 0.605
  id = '3afbpZyurGJSCo521K9SzK'
  instrumentalness = 0.00024
  key = 11
  liveness = 0.22
  loudness = -8.915
  mode = 1
  speechiness = 0.0778
  tempo = 108.995
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/3afbpZyurGJSCo521K9SzK'
  type = 'audio_features'
  uri = 'spotify:track:3afbpZyurGJSCo521K9SzK'
  valence = 0.599",1
liked,0.696,0.167,183000,0.704,0.0,1,0.155,-7.876,1,0.0423,124.972,4,0.426,"AudioFeatures with fields:
  acousticness = 0.167
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/1PABnSgMggd...'
  danceability = 0.696
  duration_ms = 183000
  energy = 0.704
  id = '1PABnSgMggdfNIMbUzIa4F'
  instrumentalness = 0
  key = 1
  liveness = 0.155
  loudness = -7.876
  mode = 1
  speechiness = 0.0423
  tempo = 124.972
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/1PABnSgMggdfNIMbUzIa4F'
  type = 'audio_features'
  uri = 'spotify:track:1PABnSgMggdfNIMbUzIa4F'
  valence = 0.426",1
liked,0.825,0.257,230558,0.904,1.21e-05,5,0.0715,-5.414,0,0.0787,129.036,4,0.528,"AudioFeatures with fields:
  acousticness = 0.257
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/6lfSsCL894Q...'
  danceability = 0.825
  duration_ms = 230558
  energy = 0.904
  id = '6lfSsCL894Qw15xbt7cSUy'
  instrumentalness = 1.21e-05
  key = 5
  liveness = 0.0715
  loudness = -5.414
  mode = 0
  speechiness = 0.0787
  tempo = 129.036
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/6lfSsCL894Qw15xbt7cSUy'
  type = 'audio_features'
  uri = 'spotify:track:6lfSsCL894Qw15xbt7cSUy'
  valence = 0.528",1
liked,0.743,0.0696,239675,0.811,0.0,5,0.194,-4.9,0,0.0521,128.0,4,0.647,"AudioFeatures with fields:
  acousticness = 0.0696
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/6FlQ4Gt4q8W...'
  danceability = 0.743
  duration_ms = 239675
  energy = 0.811
  id = '6FlQ4Gt4q8Wyz1lloFbXOx'
  instrumentalness = 0
  key = 5
  liveness = 0.194
  loudness = -4.9
  mode = 0
  speechiness = 0.0521
  tempo = 128.0
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/6FlQ4Gt4q8Wyz1lloFbXOx'
  type = 'audio_features'
  uri = 'spotify:track:6FlQ4Gt4q8Wyz1lloFbXOx'
  valence = 0.647",1
liked,0.577,0.123,242222,0.834,9.95e-06,6,0.0733,-2.079,1,0.207,107.966,4,0.682,"AudioFeatures with fields:
  acousticness = 0.123
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/4BetwFaujUL...'
  danceability = 0.577
  duration_ms = 242222
  energy = 0.834
  id = '4BetwFaujULDbSum3J4osB'
  instrumentalness = 9.95e-06
  key = 6
  liveness = 0.0733
  loudness = -2.079
  mode = 1
  speechiness = 0.207
  tempo = 107.966
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/4BetwFaujULDbSum3J4osB'
  type = 'audio_features'
  uri = 'spotify:track:4BetwFaujULDbSum3J4osB'
  valence = 0.682",1
liked,0.603,0.101,303360,0.69,0.0,4,0.316,-6.725,0,0.0447,133.968,4,0.42,"AudioFeatures with fields:
  acousticness = 0.101
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/0ANM7OVho2p...'
  danceability = 0.603
  duration_ms = 303360
  energy = 0.69
  id = '0ANM7OVho2pqsFguo832qb'
  instrumentalness = 0
  key = 4
  liveness = 0.316
  loudness = -6.725
  mode = 0
  speechiness = 0.0447
  tempo = 133.968
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/0ANM7OVho2pqsFguo832qb'
  type = 'audio_features'
  uri = 'spotify:track:0ANM7OVho2pqsFguo832qb'
  valence = 0.42",1
liked,0.832,0.0433,134352,0.657,2.93e-05,7,0.0752,-7.755,1,0.209,104.005,4,0.756,"AudioFeatures with fields:
  acousticness = 0.0433
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/2qPNdVlqZl1...'
  danceability = 0.832
  duration_ms = 134352
  energy = 0.657
  id = '2qPNdVlqZl1cYqsNc3MXnA'
  instrumentalness = 2.93e-05
  key = 7
  liveness = 0.0752
  loudness = -7.755
  mode = 1
  speechiness = 0.209
  tempo = 104.005
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/2qPNdVlqZl1cYqsNc3MXnA'
  type = 'audio_features'
  uri = 'spotify:track:2qPNdVlqZl1cYqsNc3MXnA'
  valence = 0.756",1
liked,0.731,0.14,300573,0.804,0.0169,10,0.0929,-10.052,0,0.065,102.015,4,0.856,"AudioFeatures with fields:
  acousticness = 0.14
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/12GsnYwwXC3...'
  danceability = 0.731
  duration_ms = 300573
  energy = 0.804
  id = '12GsnYwwXC3gADfzGSzZLi'
  instrumentalness = 0.0169
  key = 10
  liveness = 0.0929
  loudness = -10.052
  mode = 0
  speechiness = 0.065
  tempo = 102.015
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/12GsnYwwXC3gADfzGSzZLi'
  type = 'audio_features'
  uri = 'spotify:track:12GsnYwwXC3gADfzGSzZLi'
  valence = 0.856",1
liked,0.298,0.00279,342133,0.618,0.921,4,0.125,-11.667,1,0.0323,131.987,4,0.0701,"AudioFeatures with fields:
  acousticness = 0.00279
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/3zm3jy3iQlI...'
  danceability = 0.298
  duration_ms = 342133
  energy = 0.618
  id = '3zm3jy3iQlIwRGC7D5LyFz'
  instrumentalness = 0.921
  key = 4
  liveness = 0.125
  loudness = -11.667
  mode = 1
  speechiness = 0.0323
  tempo = 131.987
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/3zm3jy3iQlIwRGC7D5LyFz'
  type = 'audio_features'
  uri = 'spotify:track:3zm3jy3iQlIwRGC7D5LyFz'
  valence = 0.0701",1
liked,0.507,0.414,384000,0.741,3.95e-06,6,0.107,-7.456,0,0.0535,132.903,4,0.492,"AudioFeatures with fields:
  acousticness = 0.414
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/6Z394Nd4gW6...'
  danceability = 0.507
  duration_ms = 384000
  energy = 0.741
  id = '6Z394Nd4gW6Ts9hmu3NUjx'
  instrumentalness = 3.95e-06
  key = 6
  liveness = 0.107
  loudness = -7.456
  mode = 0
  speechiness = 0.0535
  tempo = 132.903
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/6Z394Nd4gW6Ts9hmu3NUjx'
  type = 'audio_features'
  uri = 'spotify:track:6Z394Nd4gW6Ts9hmu3NUjx'
  valence = 0.492",1
liked,0.472,0.421,222428,0.886,2.71e-05,4,0.114,-7.278,0,0.106,124.727,4,0.234,"AudioFeatures with fields:
  acousticness = 0.421
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/0SSfxDFjKJw...'
  danceability = 0.472
  duration_ms = 222428
  energy = 0.886
  id = '0SSfxDFjKJwfjWVLVWuDZD'
  instrumentalness = 2.71e-05
  key = 4
  liveness = 0.114
  loudness = -7.278
  mode = 0
  speechiness = 0.106
  tempo = 124.727
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/0SSfxDFjKJwfjWVLVWuDZD'
  type = 'audio_features'
  uri = 'spotify:track:0SSfxDFjKJwfjWVLVWuDZD'
  valence = 0.234",1
liked,0.618,0.0149,225757,0.824,4.26e-06,2,0.372,-7.147,1,0.0751,79.983,4,0.537,"AudioFeatures with fields:
  acousticness = 0.0149
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/1Zn2q9DxG7v...'
  danceability = 0.618
  duration_ms = 225757
  energy = 0.824
  id = '1Zn2q9DxG7v9l8eNXjZygH'
  instrumentalness = 4.26e-06
  key = 2
  liveness = 0.372
  loudness = -7.147
  mode = 1
  speechiness = 0.0751
  tempo = 79.983
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/1Zn2q9DxG7v9l8eNXjZygH'
  type = 'audio_features'
  uri = 'spotify:track:1Zn2q9DxG7v9l8eNXjZygH'
  valence = 0.537",1
liked,0.771,0.117,242868,0.879,0.0,5,0.169,-4.532,0,0.27,104.97,4,0.642,"AudioFeatures with fields:
  acousticness = 0.117
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/1HdN5z9EDr3...'
  danceability = 0.771
  duration_ms = 242868
  energy = 0.879
  id = '1HdN5z9EDr3OiQO3ZDUUBU'
  instrumentalness = 0
  key = 5
  liveness = 0.169
  loudness = -4.532
  mode = 0
  speechiness = 0.27
  tempo = 104.97
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/1HdN5z9EDr3OiQO3ZDUUBU'
  type = 'audio_features'
  uri = 'spotify:track:1HdN5z9EDr3OiQO3ZDUUBU'
  valence = 0.642",1
liked,0.607,0.00627,263107,0.924,0.00299,5,0.385,-5.74,0,0.0348,129.948,4,0.546,"AudioFeatures with fields:
  acousticness = 0.00627
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/6OY61mofLDK...'
  danceability = 0.607
  duration_ms = 263107
  energy = 0.924
  id = '6OY61mofLDKA76sfce1ads'
  instrumentalness = 0.00299
  key = 5
  liveness = 0.385
  loudness = -5.74
  mode = 0
  speechiness = 0.0348
  tempo = 129.948
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/6OY61mofLDKA76sfce1ads'
  type = 'audio_features'
  uri = 'spotify:track:6OY61mofLDKA76sfce1ads'
  valence = 0.546",1
liked,0.451,0.261,254300,0.449,0.0,0,0.143,-6.702,0,0.0293,149.768,4,0.217,"AudioFeatures with fields:
  acousticness = 0.261
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/3MVPReTwLNO...'
  danceability = 0.451
  duration_ms = 254300
  energy = 0.449
  id = '3MVPReTwLNOBFb6KjiIRNM'
  instrumentalness = 0
  key = 0
  liveness = 0.143
  loudness = -6.702
  mode = 0
  speechiness = 0.0293
  tempo = 149.768
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/3MVPReTwLNOBFb6KjiIRNM'
  type = 'audio_features'
  uri = 'spotify:track:3MVPReTwLNOBFb6KjiIRNM'
  valence = 0.217",1
liked,0.365,0.774,257726,0.402,0.000732,6,0.0869,-11.946,1,0.0493,131.815,3,0.358,"AudioFeatures with fields:
  acousticness = 0.774
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/1wbxjQnN7MT...'
  danceability = 0.365
  duration_ms = 257726
  energy = 0.402
  id = '1wbxjQnN7MTk8MKt3SumyY'
  instrumentalness = 0.000732
  key = 6
  liveness = 0.0869
  loudness = -11.946
  mode = 1
  speechiness = 0.0493
  tempo = 131.815
  time_signature = 3
  track_href = 'https://api.spotify.com/v1/tracks/1wbxjQnN7MTk8MKt3SumyY'
  type = 'audio_features'
  uri = 'spotify:track:1wbxjQnN7MTk8MKt3SumyY'
  valence = 0.358",1
liked,0.236,0.916,258726,0.14,0.000148,7,0.087,-13.478,1,0.0343,76.805,4,0.123,"AudioFeatures with fields:
  acousticness = 0.916
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/2ZvWoJ82LKC...'
  danceability = 0.236
  duration_ms = 258726
  energy = 0.14
  id = '2ZvWoJ82LKCgD0nU9H5ue5'
  instrumentalness = 0.000148
  key = 7
  liveness = 0.087
  loudness = -13.478
  mode = 1
  speechiness = 0.0343
  tempo = 76.805
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/2ZvWoJ82LKCgD0nU9H5ue5'
  type = 'audio_features'
  uri = 'spotify:track:2ZvWoJ82LKCgD0nU9H5ue5'
  valence = 0.123",1
liked,0.676,0.566,246742,0.544,0.0,7,0.341,-10.893,1,0.0568,88.969,4,0.533,"AudioFeatures with fields:
  acousticness = 0.566
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/1XFZMenJ30F...'
  danceability = 0.676
  duration_ms = 246742
  energy = 0.544
  id = '1XFZMenJ30FfGOsj8X5sqf'
  instrumentalness = 0
  key = 7
  liveness = 0.341
  loudness = -10.893
  mode = 1
  speechiness = 0.0568
  tempo = 88.969
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/1XFZMenJ30FfGOsj8X5sqf'
  type = 'audio_features'
  uri = 'spotify:track:1XFZMenJ30FfGOsj8X5sqf'
  valence = 0.533",1
liked,0.736,0.0246,304000,0.778,0.00174,11,0.0533,-6.728,0,0.0386,125.999,4,0.837,"AudioFeatures with fields:
  acousticness = 0.0246
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/78R4fDeRrco...'
  danceability = 0.736
  duration_ms = 304000
  energy = 0.778
  id = '78R4fDeRrcoBIxL6uX4TnJ'
  instrumentalness = 0.00174
  key = 11
  liveness = 0.0533
  loudness = -6.728
  mode = 0
  speechiness = 0.0386
  tempo = 125.999
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/78R4fDeRrcoBIxL6uX4TnJ'
  type = 'audio_features'
  uri = 'spotify:track:78R4fDeRrcoBIxL6uX4TnJ'
  valence = 0.837",1
liked,0.708,0.141,374667,0.526,0.00141,10,0.105,-11.187,1,0.0314,127.485,4,0.383,"AudioFeatures with fields:
  acousticness = 0.141
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/5lnZ2hNue72...'
  danceability = 0.708
  duration_ms = 374667
  energy = 0.526
  id = '5lnZ2hNue72tyKF6MNwqJP'
  instrumentalness = 0.00141
  key = 10
  liveness = 0.105
  loudness = -11.187
  mode = 1
  speechiness = 0.0314
  tempo = 127.485
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/5lnZ2hNue72tyKF6MNwqJP'
  type = 'audio_features'
  uri = 'spotify:track:5lnZ2hNue72tyKF6MNwqJP'
  valence = 0.383",1
liked,0.671,0.0558,219589,0.818,0.0,7,0.0593,-7.425,1,0.0584,146.999,4,0.836,"AudioFeatures with fields:
  acousticness = 0.0558
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/5XeUX3XNAUG...'
  danceability = 0.671
  duration_ms = 219589
  energy = 0.818
  id = '5XeUX3XNAUGRFzPJ1iU7QM'
  instrumentalness = 0
  key = 7
  liveness = 0.0593
  loudness = -7.425
  mode = 1
  speechiness = 0.0584
  tempo = 146.999
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/5XeUX3XNAUGRFzPJ1iU7QM'
  type = 'audio_features'
  uri = 'spotify:track:5XeUX3XNAUGRFzPJ1iU7QM'
  valence = 0.836",1
liked,0.732,0.0985,304580,0.663,0.0644,11,0.464,-10.895,0,0.0386,120.008,4,0.964,"AudioFeatures with fields:
  acousticness = 0.0985
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/7wkpgpr4G82...'
  danceability = 0.732
  duration_ms = 304580
  energy = 0.663
  id = '7wkpgpr4G823hlLj58XHBX'
  instrumentalness = 0.0644
  key = 11
  liveness = 0.464
  loudness = -10.895
  mode = 0
  speechiness = 0.0386
  tempo = 120.008
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/7wkpgpr4G823hlLj58XHBX'
  type = 'audio_features'
  uri = 'spotify:track:7wkpgpr4G823hlLj58XHBX'
  valence = 0.964",1
liked,0.685,0.0751,213827,0.936,0.0506,4,0.191,-7.857,0,0.111,124.4,4,0.537,"AudioFeatures with fields:
  acousticness = 0.0751
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/6WB2gOYkn8V...'
  danceability = 0.685
  duration_ms = 213827
  energy = 0.936
  id = '6WB2gOYkn8VlLGiStQLczC'
  instrumentalness = 0.0506
  key = 4
  liveness = 0.191
  loudness = -7.857
  mode = 0
  speechiness = 0.111
  tempo = 124.4
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/6WB2gOYkn8VlLGiStQLczC'
  type = 'audio_features'
  uri = 'spotify:track:6WB2gOYkn8VlLGiStQLczC'
  valence = 0.537",1
liked,0.829,0.242,275931,0.665,1.75e-05,2,0.123,-8.128,1,0.0868,122.043,4,0.861,"AudioFeatures with fields:
  acousticness = 0.242
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/5EYZZvmNAH5...'
  danceability = 0.829
  duration_ms = 275931
  energy = 0.665
  id = '5EYZZvmNAH5VZCwuzYJqoA'
  instrumentalness = 1.75e-05
  key = 2
  liveness = 0.123
  loudness = -8.128
  mode = 1
  speechiness = 0.0868
  tempo = 122.043
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/5EYZZvmNAH5VZCwuzYJqoA'
  type = 'audio_features'
  uri = 'spotify:track:5EYZZvmNAH5VZCwuzYJqoA'
  valence = 0.861",1
liked,0.778,0.055,375118,0.918,0.000319,11,0.348,-5.023,0,0.12,101.44,4,0.487,"AudioFeatures with fields:
  acousticness = 0.055
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/2cYVtBHkrkk...'
  danceability = 0.778
  duration_ms = 375118
  energy = 0.918
  id = '2cYVtBHkrkk7F2qU2Y7Fn0'
  instrumentalness = 0.000319
  key = 11
  liveness = 0.348
  loudness = -5.023
  mode = 0
  speechiness = 0.12
  tempo = 101.44
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/2cYVtBHkrkk7F2qU2Y7Fn0'
  type = 'audio_features'
  uri = 'spotify:track:2cYVtBHkrkk7F2qU2Y7Fn0'
  valence = 0.487",1
liked,0.831,0.164,302707,0.932,0.0,7,0.383,-6.251,1,0.221,99.97,4,0.571,"AudioFeatures with fields:
  acousticness = 0.164
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/5IUP91X8fKf...'
  danceability = 0.831
  duration_ms = 302707
  energy = 0.932
  id = '5IUP91X8fKfJnWQgCHT9dN'
  instrumentalness = 0
  key = 7
  liveness = 0.383
  loudness = -6.251
  mode = 1
  speechiness = 0.221
  tempo = 99.97
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/5IUP91X8fKfJnWQgCHT9dN'
  type = 'audio_features'
  uri = 'spotify:track:5IUP91X8fKfJnWQgCHT9dN'
  valence = 0.571",1
liked,0.782,0.161,304771,0.953,1.97e-06,7,0.0491,-5.442,1,0.162,101.997,4,0.477,"AudioFeatures with fields:
  acousticness = 0.161
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/3LdZ1fFzohR...'
  danceability = 0.782
  duration_ms = 304771
  energy = 0.953
  id = '3LdZ1fFzohRUbcNI9sa8jV'
  instrumentalness = 1.97e-06
  key = 7
  liveness = 0.0491
  loudness = -5.442
  mode = 1
  speechiness = 0.162
  tempo = 101.997
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/3LdZ1fFzohRUbcNI9sa8jV'
  type = 'audio_features'
  uri = 'spotify:track:3LdZ1fFzohRUbcNI9sa8jV'
  valence = 0.477",1
liked,0.759,0.143,294505,0.938,3.97e-06,11,0.402,-5.387,1,0.123,92.017,4,0.81,"AudioFeatures with fields:
  acousticness = 0.143
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/0se928CIhZP...'
  danceability = 0.759
  duration_ms = 294505
  energy = 0.938
  id = '0se928CIhZPlfVGi3A6zrx'
  instrumentalness = 3.97e-06
  key = 11
  liveness = 0.402
  loudness = -5.387
  mode = 1
  speechiness = 0.123
  tempo = 92.017
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/0se928CIhZPlfVGi3A6zrx'
  type = 'audio_features'
  uri = 'spotify:track:0se928CIhZPlfVGi3A6zrx'
  valence = 0.81",1
liked,0.655,0.0196,238375,0.971,5.61e-06,11,0.0724,-5.574,1,0.076,96.997,4,0.711,"AudioFeatures with fields:
  acousticness = 0.0196
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/3r00sgm8aoO...'
  danceability = 0.655
  duration_ms = 238375
  energy = 0.971
  id = '3r00sgm8aoOg6RyWR4t8hr'
  instrumentalness = 5.61e-06
  key = 11
  liveness = 0.0724
  loudness = -5.574
  mode = 1
  speechiness = 0.076
  tempo = 96.997
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/3r00sgm8aoOg6RyWR4t8hr'
  type = 'audio_features'
  uri = 'spotify:track:3r00sgm8aoOg6RyWR4t8hr'
  valence = 0.711",1
liked,0.467,0.12,303680,0.91,0.000308,11,0.271,-3.057,0,0.0516,163.792,4,0.696,"AudioFeatures with fields:
  acousticness = 0.12
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/18YHbIhrleU...'
  danceability = 0.467
  duration_ms = 303680
  energy = 0.91
  id = '18YHbIhrleUkKKj2DvEp79'
  instrumentalness = 0.000308
  key = 11
  liveness = 0.271
  loudness = -3.057
  mode = 0
  speechiness = 0.0516
  tempo = 163.792
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/18YHbIhrleUkKKj2DvEp79'
  type = 'audio_features'
  uri = 'spotify:track:18YHbIhrleUkKKj2DvEp79'
  valence = 0.696",1
liked,0.621,0.544,272973,0.859,0.0,11,0.11,-4.673,1,0.103,90.047,4,0.873,"AudioFeatures with fields:
  acousticness = 0.544
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/1CVqr5LImdm...'
  danceability = 0.621
  duration_ms = 272973
  energy = 0.859
  id = '1CVqr5LImdmJ1Upt4z08Pm'
  instrumentalness = 0
  key = 11
  liveness = 0.11
  loudness = -4.673
  mode = 1
  speechiness = 0.103
  tempo = 90.047
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/1CVqr5LImdmJ1Upt4z08Pm'
  type = 'audio_features'
  uri = 'spotify:track:1CVqr5LImdmJ1Upt4z08Pm'
  valence = 0.873",1
liked,0.883,0.159,163426,0.334,0.000158,2,0.12,-10.651,0,0.0426,106.02,4,0.747,"AudioFeatures with fields:
  acousticness = 0.159
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/4UJkUnfEEL8...'
  danceability = 0.883
  duration_ms = 163426
  energy = 0.334
  id = '4UJkUnfEEL8B2JZ1OQfYOO'
  instrumentalness = 0.000158
  key = 2
  liveness = 0.12
  loudness = -10.651
  mode = 0
  speechiness = 0.0426
  tempo = 106.02
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/4UJkUnfEEL8B2JZ1OQfYOO'
  type = 'audio_features'
  uri = 'spotify:track:4UJkUnfEEL8B2JZ1OQfYOO'
  valence = 0.747",1
liked,0.718,0.228,344000,0.712,1.58e-05,2,0.228,-5.517,0,0.0299,110.026,4,0.795,"AudioFeatures with fields:
  acousticness = 0.228
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/17yaTW0cJjw...'
  danceability = 0.718
  duration_ms = 344000
  energy = 0.712
  id = '17yaTW0cJjw5v0YAbh3EHv'
  instrumentalness = 1.58e-05
  key = 2
  liveness = 0.228
  loudness = -5.517
  mode = 0
  speechiness = 0.0299
  tempo = 110.026
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/17yaTW0cJjw5v0YAbh3EHv'
  type = 'audio_features'
  uri = 'spotify:track:17yaTW0cJjw5v0YAbh3EHv'
  valence = 0.795",1
liked,0.669,0.00139,288810,0.81,0.892,7,0.082,-6.659,1,0.183,128.013,4,0.543,"AudioFeatures with fields:
  acousticness = 0.00139
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/7HBYLapUKXG...'
  danceability = 0.669
  duration_ms = 288810
  energy = 0.81
  id = '7HBYLapUKXGXBxIxB1qluI'
  instrumentalness = 0.892
  key = 7
  liveness = 0.082
  loudness = -6.659
  mode = 1
  speechiness = 0.183
  tempo = 128.013
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/7HBYLapUKXGXBxIxB1qluI'
  type = 'audio_features'
  uri = 'spotify:track:7HBYLapUKXGXBxIxB1qluI'
  valence = 0.543",1
liked,0.372,0.957,209627,0.15,0.00115,9,0.142,-10.954,0,0.0498,209.528,4,0.211,"AudioFeatures with fields:
  acousticness = 0.957
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/7suXfwkW9Cg...'
  danceability = 0.372
  duration_ms = 209627
  energy = 0.15
  id = '7suXfwkW9Cg9fBS3San5T5'
  instrumentalness = 0.00115
  key = 9
  liveness = 0.142
  loudness = -10.954
  mode = 0
  speechiness = 0.0498
  tempo = 209.528
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/7suXfwkW9Cg9fBS3San5T5'
  type = 'audio_features'
  uri = 'spotify:track:7suXfwkW9Cg9fBS3San5T5'
  valence = 0.211",1
